geocohort,bids,impressions,clicks,spend
L7E2R5,4,4,0,0.046912
L7E2T2,16,15,0,0.172132
L7E2T7,1,1,0,0.011735
L7E2V7,1,1,0,0.011786
L7E2W2,2,2,0,0.023588
L7E2W3,9,8,0,0.091948
L7E2W6,1,1,0,0.012004
L7E2X6,21,19,0,0.219467
L7E2Y6,17,16,0,0.187478
L7E2Y7,45,40,0,0.468719
L7E2Y8,12,12,0,0.138102
L7E2Z2,1,1,0,0.012012
L7E2Z3,51,43,0,0.497361
L7E2Z9,9,9,0,0.105085
L7E3A7,2,2,0,0.023499
L7E3A9,3,2,0,0.023021
L7E3B9,97,54,0,0.623471
L7E3C1,3,3,0,0.034752
L7E3H8,9,9,0,0.104303
L7E3J3,10,10,0,0.115379
L7E3K5,2,2,0,0.023924
L7E3K7,4,4,0,0.047545
L7E3M9,1,1,0,0.012049
L7E3P5,1,1,0,0.012016
L7E3P8,9,9,0,0.105309
L7E3R9,12,11,0,0.129082
L7E3T8,1,1,0,0.011732
L7E4B2,1,1,0,0.011746
L7E4C5,16,15,0,0.172662
L7E4W1,15,15,0,0.175475
L7E5V4,21,20,0,0.230745
L7E5W7,3,3,0,0.034854
L7E5X1,1,1,0,0.011451
L7G,15,13,0,0.153235
L7G0A2,12,11,0,0.128433
L7G0A5,9,8,0,0.094422
L7G0A6,2,2,0,0.02275
L7G0A8,7,6,0,0.070539
L7G0A9,1,1,0,0.011495
L7G0B1,3,3,0,0.035387
L7G0B2,1,1,0,0.011655
L7G0B3,1,1,0,0.011962
L7G0B5,24,22,0,0.257253
L7G0B9,3,2,0,0.023042
L7G0C7,3,3,0,0.035159
L7G0C8,4,4,0,0.045838
L7G0E1,26,21,0,0.245561
L7G1G7,2,1,0,0.011511
L7G1H1,4,4,0,0.046143
L7G1H3,447,253,0,2.930511
L7G1J4,15,12,0,0.138117
L7G1S2,1,1,0,0.011366
L7G2E1,1,1,0,0.011487
L7G2J5,3,3,0,0.034343
L7G2N7,2,1,0,0.011524
L7G2P9,3,3,0,0.034709
L7G2S1,1,1,0,0.011509
L7G2S2,2,2,0,0.023598
L7G2T8,8,6,0,0.070752
L7G2X1,6,6,0,0.06948
L7G3A3,1,1,0,0.011792
L7G3A7,1,1,0,0.011597
L7G3G5,1,1,0,0.011588
L7G3K6,4,3,0,0.0357
L7G3L2,1,1,0,0.011655
L7G3N7,1,1,0,0.011555
L7G3P8,23,20,0,0.238437
L7G3P9,2,1,0,0.011495
L7G3S6,5,4,0,0.046161
L7G3X6,1,1,0,0.011797
L7G4G2,1,1,0,0.012002
L7G4K3,1,1,0,0.011519
L7G4K4,4,4,0,0.0467
L7G4K6,4,4,0,0.046078
L7G4K7,14,11,0,0.127893
L7G4N3,4,4,0,0.047101
L7G4S4,23,21,0,0.246211
L7G4S5,216,131,0,1.52676
L7G4S6,400,359,0,4.136679
L7G4S7,3,3,0,0.034723
L7G4S8,20,16,0,0.191084
L7G4T8,8,8,0,0.093046
L7G4W1,1,1,0,0.011528
L7G4W3,8,8,0,0.094437
L7G4Y8,5,5,0,0.058338
L7G4Z2,5,5,0,0.058135
L7G5A2,3,3,0,0.03426
L7G5A4,6,5,0,0.058444
L7G5C4,238,209,0,2.448747
L7G5C5,1,1,0,0.011524
L7G5H5,12,12,0,0.141878
L7G5J6,49,43,0,0.50208
L7G5J7,5,4,0,0.046101
L7G5J9,10,10,0,0.116359
L7G5K4,31,28,0,0.326787
L7G5K5,3,2,0,0.023113
L7G5K6,7,6,0,0.071372
L7G5K7,7,5,0,0.060247
L7G5K9,31,25,0,0.292379
L7G5L7,172,166,0,1.917429
L7G5L8,2,2,0,0.023532
L7G5L9,5,6,0,0.069473
L7G5N4,6,6,0,0.070593
L7G5N6,1,1,0,0.011735
L7G5N7,1,1,0,0.012005
L7G5N8,2,2,0,0.023068
L7G5P1,1,1,0,0.012
L7G5P4,243,159,0,1.846789
L7G5P5,26,24,0,0.279947
L7G5P9,1,1,0,0.011509
L7G5R1,10,8,0,0.092738
L7G5R2,4,4,0,0.046751
L7G5R4,9,8,0,0.09315
L7G5R6,4,3,0,0.035595
L7G5R7,4,4,0,0.047094
L7G5R8,1,1,0,0.011797
L7G5R9,3,3,0,0.034798
L7G5S1,2,2,0,0.023059
L7G5S9,1,1,0,0.011797
L7G5T5,469,381,0,4.418281
L7G5T7,6,6,0,0.070692
L7G5T8,9,6,0,0.070232
L7G5T9,5,2,0,0.023112
L7G5V5,15,8,0,0.091872
L7G5V6,1,1,0,0.011451
L7G5V7,10,9,0,0.10565
L7G5W3,7,6,0,0.070282
L7G5W9,11,10,0,0.115519
L7G5Y1,5,4,0,0.046519
L7G5Y9,3,3,0,0.035553
L7G5Z1,6,5,0,0.057757
L7G5Z7,50,47,0,0.54455
L7G5Z9,2,2,0,0.023189
L7G6A3,13,13,0,0.149483
L7G6A4,2,2,0,0.023786
L7G6A5,6,6,0,0.068768
L7G6A6,11,10,0,0.115999
L7G6A8,7,6,0,0.070788
L7G6A9,1,1,0,0.011653
L7G6B1,11,11,0,0.130445
L7G6B4,2,1,0,0.011588
L7G6B7,129,127,0,1.463676
L7G6B8,3,3,0,0.034162
L7G6B9,3,3,0,0.035065
L7G6C1,2,2,0,0.023481
L7G6C3,218,206,0,2.383094
L7G6C7,4,4,0,0.046784
L7G6C8,1,1,0,0.011534
L7G6C9,144,136,0,1.581618
L7G6E1,10,10,0,0.115806
L7G6E3,23,19,0,0.221353
L7G6E4,4,4,0,0.046617
L7G6E5,7,7,0,0.082581
L7G6G2,6,5,0,0.057944
L7G6G4,4,3,0,0.034499
L7G6G5,177,150,0,1.753995
L7G6H9,1,1,0,0.011538
L7G6J1,4,4,0,0.04734
L7G6J3,10,10,0,0.117045
L7G6K3,2,2,0,0.022928
L7G6L1,27,24,0,0.28437
L7G6L7,5,5,0,0.059032
L7G6L8,9,9,0,0.106558
L7G6M2,30,26,0,0.301755
L7G6M4,3,3,0,0.034641
L7G6M6,6,3,0,0.034743
L7G6M7,25,24,0,0.277271
L7G6N1,5,5,0,0.060025
L7G6N2,7,6,0,0.070137
L7G6N4,70,64,0,0.753087
L7G6N5,3,3,0,0.035309
L7G6N7,14,13,0,0.149995
L7G6N8,103,91,0,1.053421
L7G6N9,20,19,0,0.219331
L7G6P1,18,12,0,0.139523
L7G6P2,11,11,0,0.129132
L7J,4,3,0,0.035361
L7J1A8,1,1,0,0.011528
L7J1B1,3,3,0,0.034609
L7J1B7,8524,6615,11,77.773783
L7J1C5,4,4,0,0.045553
L7J1C7,2,2,0,0.022987
L7J1G4,2,2,0,0.023275
L7J1G7,605,563,0,6.511852
L7J1J9,1,1,0,0.011573
L7J1S3,4,1,0,0.012
L7J1Y3,71,57,0,0.665051
L7J1Z3,45,40,0,0.463865
L7J2A6,33,33,0,0.38529
L7J2E1,1,1,0,0.011764
L7J2E2,1,1,0,0.011786
L7J2H7,1,1,0,0.011634
L7J2K4,11,8,0,0.092683
L7J2L7,33,31,0,0.362245
L7J2L8,2,2,0,0.023578
L7J2M1,7,7,0,0.081507
L7J2N7,3,3,0,0.034825
L7J2N8,4,3,0,0.034829
L7J2P3,27,16,0,0.191693
L7J2R2,2,2,0,0.022732
L7J2S6,1,1,0,0.011346
L7J2W5,5,3,0,0.034917
L7J2W9,4,4,0,0.046182
L7J2X7,161,80,0,0.92633
L7J2Y3,7,6,0,0.070189
L7J2Y4,4,3,0,0.034575
L7J2Y7,781,639,1,7.491844
L7J2Y9,1,1,0,0.011532
L7J2Z2,1,1,0,0.012016
L7J2Z4,10,10,0,0.117665
L7J2Z8,75,73,0,0.848395
L7J2Z9,1,1,0,0.011998
L7J3A3,4,4,0,0.046809
L7J3A8,3,3,0,0.034766
L7J3A9,5,5,0,0.058528
L7J3B4,1,1,0,0.011555
L7K0A1,13,11,0,0.126837
L7K0C2,18,12,0,0.143215
L7K0C3,1505,1123,2,13.08888
L7K0C4,18,18,0,0.21126
L7K0C5,2,2,0,0.024098
L7K1C3,37,35,0,0.408422
L7K1K2,1,1,0,0.011962
L7K1L3,3,3,0,0.034549
L7K1M9,1,1,0,0.011511
L7K1N5,3,2,0,0.022915
L7K1N8,9,9,0,0.103927
L7K1P2,71,57,0,0.664368
L7K1S8,22,21,0,0.241315
L7K1W1,1,1,0,0.011631
L7K2B1,36,33,0,0.381879
L7K2C1,2,3,0,0.035154
L7K2E8,2,2,0,0.023007
L7K2H4,3,2,0,0.022989
L7K2H7,6,6,0,0.069156
L7K2K4,10,9,0,0.104559
L7K2L1,6,5,0,0.057866
L7K2L6,2,2,0,0.023293
L7K2L8,4,5,0,0.058998
L7L,31,25,0,0.294686
L7L0A8,20,18,0,0.208494
L7L0B5,4,4,0,0.045927
L7L0E9,4,4,0,0.047311
L7L0G8,66,59,0,0.691929
L7L1V1,1,1,0,0.011653
L7L2E9,4,3,0,0.035731
L7L2R3,1,1,0,0.011795
L7L2Z7,2,2,0,0.024
L7L4B2,2,3,0,0.035002
L7L4E4,1,1,0,0.011519
L7L4E5,4,4,0,0.046708
L7L4G4,2,2,0,0.023378
L7L4W3,2,2,0,0.02304
L7L5B2,1,1,0,0.011794
L7L6G7,6,5,0,0.05849
L7L6G8,30,25,0,0.295743
L7L6G9,4,3,0,0.034588
L7L6H1,2,2,0,0.023093
L7L6J5,67,61,0,0.713977
L7L6L2,27,27,0,0.313817
L7L6M7,25,24,0,0.278146
L7L6M8,9,9,0,0.105535
L7L6N1,3,3,0,0.03508
L7L6N5,2,2,0,0.023131
L7L6N8,1,1,0,0.011577
L7L6N9,1,1,0,0.011655
L7L6P9,4,4,0,0.046217
L7L6R1,7,7,0,0.08107
L7L6S3,12,10,0,0.118233
L7L6T4,3,3,0,0.03461
L7L6X1,2,2,0,0.023582
L7L6X8,1,1,0,0.011502
L7L6X9,4,4,0,0.04682
L7L6Y5,5,4,0,0.046979
L7L6Y8,26,13,0,0.151927
L7L6Y9,1,1,0,0.011555
L7L7A6,8,8,0,0.095357
L7L7A7,11,11,0,0.130586
L7L7B3,6,5,0,0.058244
L7L7B4,3,3,0,0.034373
L7L7B6,1,1,0,0.011502
L7L7B9,18,18,0,0.210252
L7L7C1,2,2,0,0.024101
L7L7C9,5,6,0,0.06897
L7L7E1,7,6,0,0.070017
L7L7E2,2,1,0,0.011653
L7L7E6,2,1,0,0.011502
L7L7E7,2,2,0,0.023256
L7L7E8,1,1,0,0.011627
L7L7G6,8,8,0,0.093115
L7L7H4,1,1,0,0.012012
L7L7H7,1,1,0,0.011536
L7L7H9,3,3,0,0.035508
L7L7J1,3,1,0,0.011532
L7L7K1,5,5,0,0.05907
L7L7K2,580,376,0,4.336745
L7L7K5,15,11,0,0.127892
L7L7K6,3,3,0,0.034974
L7L7L6,1,1,0,0.011725
L7L7L8,1,1,0,0.011555
L7L7L9,3,3,0,0.034485
L7L7M3,3,3,0,0.035179
L7L7M4,3,3,0,0.034705
L7L7M5,73,78,0,0.913755
L7L7M6,11,11,0,0.129367
L7L7M7,61,57,0,0.66426
L7L7M8,8,8,0,0.09366
L7L7M9,4,4,0,0.046801
L7L7N2,1,1,0,0.011631
L7L7N3,1,1,0,0.011631
L7L7N4,4,5,0,0.057838
L7L7P4,1,1,0,0.011786
L7M,25,21,0,0.247535
L7M0A5,1,1,0,0.011706
L7M0A8,1,1,0,0.011766
L7M0B4,6,5,0,0.05767
L7M0C7,31,30,0,0.353958
L7M0G4,5,5,0,0.058413
L7M0G6,2,2,0,0.023453
L7M0G7,18,16,0,0.18796
L7M0H1,1,1,0,0.011792
L7M0H3,1,1,0,0.011614
L7M0H4,1,1,0,0.011764
L7M0H7,1,1,0,0.011634
L7M0J3,1,1,0,0.011791
L7M0J9,7,7,0,0.08239
L7M0M3,51,33,0,0.38861
L7M0M8,3,3,0,0.035205
L7M0P7,2,2,0,0.02345
L7M0S4,3,3,0,0.035376
L7M1M4,1,1,0,0.011791
L7M1N9,19,22,0,0.25413
L7M1W7,31,29,0,0.333285
L7M2R8,1,1,0,0.012002
L7M2S7,12,12,0,0.138809
L7M2T2,3,3,0,0.035359
L7M2X8,4,3,0,0.034661
L7M2Y9,1,1,0,0.011555
L7M3C2,1,1,0,0.011795
L7M3E2,1,1,0,0.011766
L7M3E5,1,1,0,0.011577
L7M3E6,1,1,0,0.011573
L7M3E9,3,3,0,0.034774
L7M3G1,2,2,0,0.023452
L7M3G2,92,86,0,0.991521
L7M3G3,1,1,0,0.011536
L7M3L9,482,358,1,4.1421
L7M3M3,2,2,0,0.023038
L7M3P8,9,4,0,0.046067
L7M3P9,1,1,0,0.01142
L7M3R3,7,7,0,0.083246
L7M3S3,1,1,0,0.011631
L7M3S9,24,23,0,0.265636
L7M3T1,7,7,0,0.080741
L7M3T8,3,3,0,0.034357
L7M3T9,3,3,0,0.035063
L7M3V3,2,2,0,0.023544
L7M3V4,3,2,0,0.022996
L7M3V5,4,4,0,0.047058
L7M3V6,19,18,0,0.209289
L7M3W1,1,1,0,0.011746
L7M3W4,4,4,0,0.047346
L7M3W6,10,10,0,0.119437
L7M3W7,1,1,0,0.011993
L7M3W8,3,2,0,0.023436
L7M3W9,4,4,0,0.046416
L7M3Y1,2,2,0,0.023049
L7M3Y7,13,13,0,0.153218
L7M3Z2,2,2,0,0.02261
L7M4A6,12,11,0,0.128777
L7M4B3,483,276,2,3.188296
L7M4B7,10,10,0,0.117007
L7M4C4,1,1,0,0.011792
L7M4E8,1,1,0,0.011698
L7M4E9,17,17,0,0.198507
L7M4G2,16,16,0,0.18472
L7M4G6,7,7,0,0.082657
L7M4G7,2,2,0,0.024056
L7M4J4,16,14,0,0.16168
L7M4K1,22,20,0,0.232855
L7M4K2,4,3,0,0.035066
L7M4K8,14,12,0,0.138711
L7M4L3,2,2,0,0.02357
L7M4N1,14,17,0,0.196791
L7M4N2,2,2,0,0.022935
L7M4P1,18,19,0,0.219341
L7M4P2,91,66,0,0.761586
L7M4P3,6,6,0,0.07001
L7M4P5,12,10,0,0.116651
L7M4P7,6,6,0,0.069308
L7M4P9,15,15,0,0.173861
L7M4S3,99,83,0,0.960173
L7M4S7,2,2,0,0.022906
L7M4T2,2,2,0,0.023318
L7M4T3,707,490,0,5.673851
L7M4T4,13,11,0,0.127344
L7M4T5,10,10,0,0.115715
L7M4V1,2,2,0,0.024024
L7M4V2,3,3,0,0.035302
L7M4V3,2,2,0,0.023124
L7M4V4,17,18,0,0.206956
L7M4V5,16,15,0,0.174287
L7M4V6,1,1,0,0.012004
L7M4X2,5,5,0,0.059803
L7M4Y9,2,2,0,0.023491
L7M4Z2,4,4,0,0.047085
L7M5B1,8,7,0,0.080795
L7M5B5,2,2,0,0.023512
L7N,3,3,0,0.035362
L7N1W2,29,26,0,0.307978
L7N2H9,1,1,0,0.011797
L7N2M3,1,1,0,0.011965
L7N3K6,1,1,0,0.011965
L7N3M4,1,1,0,0.011725
L7N3W3,1,1,0,0.011779
L7P,2,1,0,0.011787
L7P1B4,7,7,0,0.081378
L7P1C8,4,3,0,0.034678
L7P1E1,2,2,0,0.02318
L7P1G6,3,2,0,0.023169
L7P1H6,5,5,0,0.057519
L7P1J8,5,5,0,0.057378
L7P1K4,6,6,0,0.070195
L7P1L1,9,4,0,0.046375
L7P1M6,268,217,0,2.546834
L7P1M7,2,2,0,0.023764
L7P1M8,8,5,0,0.057452
L7P1N2,81,77,0,0.899254
L7P1N4,27,21,0,0.244303
L7P1S5,5,5,0,0.058396
L7P1T8,13,13,0,0.155204
L7P1W5,11,11,0,0.128633
L7P1Z2,6,7,0,0.081343
L7P1Z4,4,4,0,0.046748
L7P2A5,11,10,0,0.114993
L7P2B4,12,9,0,0.105281
L7P2C8,1,1,0,0.011496
L7P2J4,20,18,0,0.210949
L7P2L2,1,1,0,0.011519
L7P2M5,4,3,0,0.034637
L7P2P1,27,25,0,0.288156
L7P2R5,12,11,0,0.126972
L7P2R6,11,8,0,0.092383
L7P2S9,6,5,0,0.058245
L7P2T2,4,1,0,0.011375
L7P2Y1,4,4,0,0.047179
L7P2Y9,5,4,0,0.046148
L7P2Z8,6,6,0,0.070576
L7P2Z9,7,5,2,0.058743
L7P3A6,4,4,0,0.047301
L7P3E3,1,1,0,0.011502
L7P3H6,1,1,0,0.011495
L7P3J1,5,4,0,0.04671
L7P3J6,5,5,0,0.058817
L7P3M1,100,79,0,0.920801
L7P3M5,1,1,0,0.011528
L7P3N7,6,6,0,0.0702
L7P3R1,20,20,0,0.231634
L7P3S8,50,45,0,0.522816
L7P3V3,13,12,0,0.139619
L7P3V4,4,4,0,0.046759
L7P3W3,84,78,0,0.914653
L7P3X6,21,18,1,0.207252
L7P3Z5,3,3,0,0.035192
L7P4A2,4,4,0,0.046227
L7P4G5,8,7,0,0.084001
L7P4H2,30504,23019,54,266.168142
L7P4N4,1,1,0,0.01159
L7P4R2,2,2,0,0.023489
L7P4R6,5,5,0,0.060199
L7P4S8,1,1,0,0.011532
L7P4T4,1,1,0,0.012016
L7P4T5,2,1,0,0.012049
L7P4W3,4,4,0,0.047234
L7P4W4,10,8,0,0.092093
L7P4X5,1,1,0,0.011513
L7P4Y3,1,1,0,0.01157
L7P5A2,1,1,0,0.012002
L7R,3,3,0,0.035361
L7R0A4,38,33,0,0.387498
L7R0B5,8806,6193,16,71.317786
L7R0B6,17,13,0,0.152239
L7R1C2,6,6,0,0.070405
L7R1K2,2,2,0,0.02307
L7R1L7,4,4,0,0.046799
L7R1M9,366,305,1,3.60172
L7R1P4,6,6,0,0.06928
L7R1R9,26,23,0,0.276562
L7R1S2,3,2,0,0.023084
L7R1W2,31,31,0,0.365283
L7R1W4,3,3,0,0.035389
L7R1Y3,4,3,0,0.034571
L7R1Z7,12,11,0,0.127212
L7R2B7,8,8,0,0.092613
L7R2C2,13,13,0,0.151277
L7R2J9,2,2,0,0.022902
L7R2K1,2,2,0,0.023217
L7R3B8,1,1,0,0.011792
L7R3M4,13,10,0,0.118056
L7R3S9,5,5,0,0.058496
L7R3T2,5,5,0,0.059134
L7R3T5,5,5,0,0.058038
L7R3T6,2,2,0,0.023604
L7R3T8,11,10,0,0.117829
L7R4J2,5,6,0,0.069241
L7R4K1,1,1,0,0.011735
L7R4P4,25,22,0,0.257034
L7S,1,2,0,0.023575
L7S1B5,10,10,0,0.11703
L7S1C3,10,11,0,0.128088
L7S1C4,129,77,0,0.890482
L7S1E9,1,1,0,0.011461
L7S1G3,3,3,0,0.034663
L7S1J1,1,1,0,0.011451
L7S1L3,6,3,0,0.034634
L7S1X5,98,93,0,1.073341
L7S1Z7,2,3,0,0.03466
L7S2A1,1,1,0,0.011496
L7S2A7,7,6,0,0.069723
L7S2A9,8,8,0,0.09197
L7S2B2,1,1,0,0.011231
L7S2B3,3,3,0,0.034994
L7S2B4,58,51,0,0.599886
L7S2C1,1,1,0,0.011386
L7S2C2,81,54,0,0.6268
L7S2G1,1,1,0,0.011634
L7S2G2,47,44,0,0.512652
L7S2G3,1,1,0,0.011573
L7S2G7,3,3,0,0.034918
L7S2G8,723,595,0,6.919654
L7S2H4,9,9,0,0.105013
L7S2H5,2,2,0,0.024032
L7S2J3,1,1,0,0.011725
L7S2J5,12,12,0,0.142554
L7S2J7,4,4,0,0.04614
L7S2K5,2,2,0,0.023323
L7S2L9,14,7,0,0.08409
L7S2M1,15,14,0,0.16332
L7S2M2,1,1,0,0.011797
L7S2M3,6,5,0,0.05763
L7S2M5,18,18,0,0.209178
L7T,10,7,0,0.08251
L7T0B1,20,17,0,0.196935
L7T1A2,15459,11682,30,135.100426
L7T1A3,5,4,0,0.047135
L7T1J8,10,13,0,0.150549
L7T1K6,1,1,0,0.011658
L7T1V5,1,1,0,0.011657
L7T2C3,1,1,0,0.011538
L7T2J5,1,1,0,0.011962
L7T2K4,1,1,0,0.011735
L7T2K8,10,10,0,0.116258
L7T2M5,1,1,0,0.011791
L7T2T6,6,6,0,0.070664
L7T2T7,106,62,0,0.728955
L7T4A9,9,8,0,0.092636
L7T4B7,36,36,0,0.415717
L7T4C1,285,273,3,3.209929
L7T4K6,23,22,0,0.257918
L8B,5,3,0,0.035362
L8E,8,7,0,0.082511
L8E0A5,10,10,0,0.116268
L8E0B5,13,12,0,0.138984
L8E0B6,9,9,0,0.106142
L8E0B9,2,4,0,0.047035
L8E0C2,1,1,0,0.012016
L8E0C3,4,3,0,0.034558
L8E0C4,17,13,0,0.153057
L8E0C8,5,5,0,0.058478
L8E0E2,2,2,0,0.023093
L8E0E3,15,11,0,0.127601
L8E0E4,37,38,0,0.436824
L8E0G3,20,18,0,0.208092
L8E0H1,2,2,0,0.023452
L8E1A9,6,2,0,0.024032
L8E1J8,17,14,0,0.163291
L8E1K7,37,29,0,0.339403
L8E1L5,1,1,0,0.01159
L8E1M5,1,1,0,0.011747
L8E1N9,2,2,0,0.023509
L8E1T6,3,3,0,0.03498
L8E1Z8,2,2,0,0.023659
L8E2G4,1,1,0,0.011437
L8E2G6,1,1,0,0.011597
L8E2G8,5,5,0,0.05838
L8E2J7,18,13,0,0.152329
L8E2J8,5,6,0,0.069011
L8E2R1,3,2,0,0.022726
L8E2S9,4,4,0,0.04772
L8E3B5,77,67,0,0.789871
L8E3E5,9,7,0,0.081249
L8E3J9,1,1,0,0.012
L8E3K6,1,1,0,0.011653
L8E3L3,2,2,0,0.023634
L8E3L4,11,10,0,0.116241
L8E3L6,1,1,0,0.012004
L8E3M3,1,1,0,0.01149
L8E3N7,1,1,0,0.011642
L8E3R5,2,2,0,0.023284
L8E3X5,18,11,0,0.131149
L8E3Y1,20,20,0,0.232409
L8E4E4,6,6,0,0.069866
L8E4J6,1,1,0,0.011483
L8E4K1,1,1,0,0.012052
L8E4L6,2,2,0,0.024014
L8E4M6,2,2,0,0.023048
L8E4M8,198,191,2,2.213599
L8E4P3,15,12,0,0.139607
L8E4R7,18,17,0,0.199362
L8E4R8,4,4,0,0.046578
L8E4S5,1,1,0,0.012012
L8E4S8,14,13,0,0.153549
L8E4T3,5,5,0,0.058778
L8E4T8,51,46,0,0.541419
L8E4W9,5,5,0,0.057644
L8E4X8,4,4,0,0.046202
L8E4Y3,5,5,0,0.058528
L8E4Y4,2,2,0,0.023157
L8E4Y8,26463,20598,29,238.109498
L8E4Z1,2,2,0,0.023221
L8E4Z2,18,14,0,0.166695
L8E4Z8,5,5,0,0.058381
L8E4Z9,13,13,0,0.15142
L8E5A1,6,3,0,0.035247
L8E5A2,2,2,0,0.023144
L8E5A3,8,7,0,0.080157
L8E5A4,23,22,0,0.256102
L8E5A5,36,36,0,0.422736
L8E5B3,2,2,0,0.023341
L8E5C1,3,4,0,0.046765
L8E5E1,3,3,0,0.035084
L8E5E6,3,2,0,0.02322
L8E5E9,293,144,1,1.663334
L8E5G2,4,4,0,0.04677
L8E5G3,9,7,0,0.082126
L8E5G5,13,9,0,0.105388
L8E5G8,2,1,0,0.012004
L8E5H9,10,10,0,0.115708
L8E5K3,1,1,0,0.012012
L8E5K4,1,1,0,0.011998
L8E5K5,4,3,0,0.035106
L8E5K6,259,171,0,1.974824
L8E5K7,13,12,0,0.139081
L8E5K9,1,1,0,0.012016
L8E5L3,7,7,0,0.081186
L8E5N3,2,2,0,0.023032
L8E5R8,1,1,0,0.011764
L8E5V7,1,1,0,0.011511
L8E5W1,36,26,1,0.299476
L8E5W2,8,7,0,0.081829
L8E5W4,37,33,0,0.386778
L8E5W5,2,2,0,0.022903
L8E5W7,1,1,0,0.011588
L8E5W9,1,1,0,0.011634
L8E5X3,33,29,0,0.335016
L8E5Y3,22,21,0,0.242888
L8E5Y4,20,17,0,0.199295
L8E5Z8,1,1,0,0.011533
L8E6A3,92,87,0,1.010959
L8E6A4,26,25,0,0.288125
L8E6B1,18,18,0,0.207802
L8E6B6,4,2,0,0.022953
L8E6B7,6,5,0,0.059593
L8E6B9,5,5,0,0.05673
L8E6C1,5,5,0,0.058699
L8E6C3,1,1,0,0.011536
L8E6C4,1,1,0,0.011965
L8E6C6,1,1,0,0.011567
L8E6C7,2,2,0,0.023257
L8E6E5,13,11,0,0.128035
L8E6E7,4,4,0,0.047064
L8E6G1,1,1,0,0.011998
L8E6G5,190,174,0,2.042224
L8E6G6,5,3,0,0.03476
L8E6G7,2,2,0,0.022962
L8E6H1,4,4,0,0.046956
L8G,2,2,0,0.023574
L8G1E4,67,60,0,0.698667
L8G2G7,916,586,0,6.779786
L8G2N6,254,251,0,2.946911
L8G2P9,2,2,0,0.022957
L8G2R1,36,20,0,0.239284
L8G2T1,1,1,0,0.011487
L8G2T6,1,1,0,0.011588
L8G2W5,71,61,0,0.704599
L8G2Z6,2,2,0,0.023015
L8G3G9,21,16,0,0.186622
L8G3H4,2,1,0,0.012049
L8G3P7,41,41,0,0.477194
L8G3W1,11,11,0,0.128125
L8G3X2,19,17,0,0.199596
L8G4B1,1,1,0,0.011567
L8G4E1,8,5,0,0.057452
L8G4G1,1,1,0,0.011962
L8G4G3,1,1,0,0.011553
L8G4J3,6,5,0,0.057788
L8G4J4,21,19,0,0.22242
L8G4J5,5,5,0,0.058146
L8G4M6,6,6,0,0.069368
L8G4R3,3,3,0,0.034098
L8G4R5,1,1,0,0.011792
L8G4X2,1,1,0,0.011648
L8G4Z6,3,3,0,0.034369
L8G5B1,2,2,0,0.023177
L8G5B4,3,3,0,0.036007
L8G5B5,19,15,0,0.174683
L8G5C3,1,1,0,0.011577
L8G5E2,2,2,0,0.023447
L8G5G9,1,1,0,0.011598
L8G5H2,83,72,0,0.823609
L8G5H3,31,29,0,0.336772
L8G5H5,12,11,0,0.12633
L8H,7,6,0,0.070723
L8H1A3,1,1,0,0.011495
L8H1G6,1,1,0,0.011514
L8H1K3,1,1,0,0.011429
L8H1M9,5,5,0,0.05857
L8H1T4,6,4,0,0.046096
L8H2M6,1,1,0,0.011693
L8H2P8,3,3,0,0.034038
L8H2R1,4,4,0,0.046057
L8H3T8,6,5,0,0.057902
L8H3W6,1,1,0,0.011231
L8H3Y1,31,30,0,0.347765
L8H4B4,179,152,0,1.749811
L8H4B7,23,19,0,0.218721
L8H4G3,2,1,0,0.011653
L8H4K8,2,2,0,0.023059
L8H4N5,1,1,0,0.011792
L8H4P4,3,2,0,0.023217
L8H4Z3,9,9,0,0.104857
L8H5A6,1,1,0,0.011993
L8H5A7,1,1,0,0.012052
L8H5E9,2,2,0,0.02331
L8H5M3,1,1,0,0.011797
L8H6A4,419,395,0,4.574212
L8H6E6,1,1,0,0.012006
L8H6G2,1,1,0,0.011634
L8H6P1,1,1,0,0.011795
L8H6V8,9,10,0,0.115414
L8H6W4,13,12,0,0.140949
L8H6Z5,2,2,0,0.023488
L8H7E8,2,2,0,0.023306
L8H7E9,1,1,0,0.011629
L8J,11,8,0,0.094298
L8J0A1,34,25,0,0.293372
L8J0A2,13,11,0,0.126884
L8J0A5,7,8,0,0.092201
L8J1B4,1,1,0,0.011757
L8J1B9,9,8,0,0.095064
L8J1C2,2,2,0,0.023997
L8J1H4,4,3,0,0.035968
L8J1J3,20,19,1,0.217575
L8J1J7,4,4,0,0.046521
L8J1N1,1,1,0,0.011993
L8J1P6,1,1,0,0.011648
L8J1P7,5,5,0,0.057822
L8J1R2,1,1,0,0.012016
L8J1S8,2,2,0,0.023543
L8J1T6,1,1,0,0.012049
L8J1V1,4,3,0,0.034774
L8J1W1,2,2,0,0.022993
L8J1X3,42,36,0,0.430292
L8J1Z7,13,12,0,0.14038
L8J2A2,1,1,0,0.011493
L8J2C5,3,2,0,0.023544
L8J2G1,1,1,0,0.011461
L8J2L1,14,15,0,0.175011
L8J2P2,7,7,0,0.082255
L8J2P3,3,3,0,0.035488
L8J2P4,3,2,0,0.023073
L8J2R6,158,134,0,1.55444
L8J2S4,2,2,0,0.023184
L8J2S7,3,3,0,0.035506
L8J2S9,4,4,0,0.047595
